期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,结算方式,交易状态
10000139,510050C1509M02900,50ETF购2015年9月2.90,510050.SH,ETF期权,认购,欧式,2.900,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2429,实物资产,退市
10000140,510050C1509M02950,50ETF购2015年9月2.95,510050.SH,ETF期权,认购,欧式,2.950,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2214,实物资产,退市
10000141,510050P1509M02900,50ETF沽2015年9月2.90,510050.SH,ETF期权,认沽,欧式,2.900,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2535,实物资产,退市
10000142,510050P1509M02950,50ETF沽2015年9月2.95,510050.SH,ETF期权,认沽,欧式,2.950,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2811,实物资产,退市
10000143,510050C1504M03000,50ETF购2015年4月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-04,2015-04-09,2015-04-22,2015-04-22,2015-04-23,0.0464,实物资产,退市
10000144,510050P1504M03000,50ETF沽2015年4月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-04,2015-04-09,2015-04-22,2015-04-22,2015-04-23,0.1469,实物资产,退市
10000145,510050C1505M03000,50ETF购2015年5月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-05,2015-04-09,2015-05-27,2015-05-27,2015-05-28,0.1112,实物资产,退市
10000146,510050P1505M03000,50ETF沽2015年5月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-05,2015-04-09,2015-05-27,2015-05-27,2015-05-28,0.2084,实物资产,退市
10000147,510050C1506M03000,50ETF购2015年6月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-06,2015-04-09,2015-06-24,2015-06-24,2015-06-25,0.1454,实物资产,退市
10000148,510050P1506M03000,50ETF沽2015年6月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-06,2015-04-09,2015-06-24,2015-06-24,2015-06-25,0.2328,实物资产,退市
10000149,510050C1509M03000,50ETF购2015年9月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-09,2015-04-09,2015-09-23,2015-09-23,2015-09-24,0.2559,实物资产,退市
10000150,510050P1509M03000,50ETF沽2015年9月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-09,2015-04-09,2015-09-23,2015-09-23,2015-09-24,0.2981,实物资产,退市
10000151,510050C1504M03100,50ETF购2015年4月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-04,2015-04-13,2015-04-22,2015-04-22,2015-04-23,0.0246,实物资产,退市
10000152,510050P1504M03100,50ETF沽2015年4月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-04,2015-04-13,2015-04-22,2015-04-22,2015-04-23,0.1835,实物资产,退市
10000153,510050C1505M03100,50ETF购2015年5月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-05,2015-04-13,2015-05-27,2015-05-27,2015-05-28,0.1000,实物资产,退市
10000154,510050P1505M03100,50ETF沽2015年5月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-05,2015-04-13,2015-05-27,2015-05-27,2015-05-28,0.2531,实物资产,退市
10000155,510050C1506M03100,50ETF购2015年6月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-06,2015-04-13,2015-06-24,2015-06-24,2015-06-25,0.1432,实物资产,退市
10000156,510050P1506M03100,50ETF沽2015年6月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-06,2015-04-13,2015-06-24,2015-06-24,2015-06-25,0.2694,实物资产,退市
10000157,510050C1509M03100,50ETF购2015年9月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-09,2015-04-13,2015-09-23,2015-09-23,2015-09-24,0.2392,实物资产,退市
10000158,510050P1509M03100,50ETF沽2015年9月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-09,2015-04-13,2015-09-23,2015-09-23,2015-09-24,0.3330,实物资产,退市
10000159,510050C1504M03200,50ETF购2015年4月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-04,2015-04-14,2015-04-22,2015-04-22,2015-04-23,0.0168,实物资产,退市
10000160,510050P1504M03200,50ETF沽2015年4月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-04,2015-04-14,2015-04-22,2015-04-22,2015-04-23,0.2235,实物资产,退市
10000161,510050C1505M03200,50ETF购2015年5月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-05,2015-04-14,2015-05-27,2015-05-27,2015-05-28,0.0899,实物资产,退市
10000162,510050P1505M03200,50ETF沽2015年5月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-05,2015-04-14,2015-05-27,2015-05-27,2015-05-28,0.2907,实物资产,退市
10000163,510050C1506M03200,50ETF购2015年6月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-06,2015-04-14,2015-06-24,2015-06-24,2015-06-25,0.1316,实物资产,退市
10000164,510050P1506M03200,50ETF沽2015年6月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-06,2015-04-14,2015-06-24,2015-06-24,2015-06-25,0.3201,实物资产,退市
10000165,510050C1509M03200,50ETF购2015年9月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-09,2015-04-14,2015-09-23,2015-09-23,2015-09-24,0.2252,实物资产,退市
10000166,510050P1509M03200,50ETF沽2015年9月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-09,2015-04-14,2015-09-23,2015-09-23,2015-09-24,0.3768,实物资产,退市
10000167,510050C1504M03300,50ETF购2015年4月3.30,510050.SH,ETF期权,认购,欧式,3.300,10000,2015-04,2015-04-17,2015-04-22,2015-04-22,2015-04-23,0.0086,实物资产,退市
10000168,510050P1504M03300,50ETF沽2015年4月3.30,510050.SH,ETF期权,认沽,欧式,3.300,10000,2015-04,2015-04-17,2015-04-22,2015-04-22,2015-04-23,0.1678,实物资产,退市
10000169,510050C1505M03300,50ETF购2015年5月3.30,510050.SH,ETF期权,认购,欧式,3.300,10000,2015-05,2015-04-17,2015-05-27,2015-05-27,2015-05-28,0.1234,实物资产,退市
10000170,510050P1505M03300,50ETF沽2015年5月3.30,510050.SH,ETF期权,认沽,欧式,3.300,10000,2015-05,2015-04-17,2015-05-27,2015-05-27,2015-05-28,0.2605,实物资产,退市
10000171,510050C1506M03300,50ETF购2015年6月3.30,510050.SH,ETF期权,认购,欧式,3.300,10000,2015-06,2015-04-17,2015-06-24,2015-06-24,2015-06-25,0.1693,实物资产,退市
10000172,510050P1506M03300,50ETF沽2015年6月3.30,510050.SH,ETF期权,认沽,欧式,3.300,10000,2015-06,2015-04-17,2015-06-24,2015-06-24,2015-06-25,0.2896,实物资产,退市
10000173,510050C1509M03300,50ETF购2015年9月3.30,510050.SH,ETF期权,认购,欧式,3.300,10000,2015-09,2015-04-17,2015-09-23,2015-09-23,2015-09-24,0.2638,实物资产,退市
10000174,510050P1509M03300,50ETF沽2015年9月3.30,510050.SH,ETF期权,认沽,欧式,3.300,10000,2015-09,2015-04-17,2015-09-23,2015-09-23,2015-09-24,0.3607,实物资产,退市
10000175,510050C1504M03400,50ETF购2015年4月3.40,510050.SH,ETF期权,认购,欧式,3.400,10000,2015-04,2015-04-20,2015-04-22,2015-04-22,2015-04-23,0.0020,实物资产,退市
10000176,510050P1504M03400,50ETF沽2015年4月3.40,510050.SH,ETF期权,认沽,欧式,3.400,10000,2015-04,2015-04-20,2015-04-22,2015-04-22,2015-04-23,0.2155,实物资产,退市
10000177,510050C1505M03400,50ETF购2015年5月3.40,510050.SH,ETF期权,认购,欧式,3.400,10000,2015-05,2015-04-20,2015-05-27,2015-05-27,2015-05-28,0.1131,实物资产,退市
10000178,510050P1505M03400,50ETF沽2015年5月3.40,510050.SH,ETF期权,认沽,欧式,3.400,10000,2015-05,2015-04-20,2015-05-27,2015-05-27,2015-05-28,0.2998,实物资产,退市
10000179,510050C1506M03400,50ETF购2015年6月3.40,510050.SH,ETF期权,认购,欧式,3.400,10000,2015-06,2015-04-20,2015-06-24,2015-06-24,2015-06-25,0.1592,实物资产,退市
10000180,510050P1506M03400,50ETF沽2015年6月3.40,510050.SH,ETF期权,认沽,欧式,3.400,10000,2015-06,2015-04-20,2015-06-24,2015-06-24,2015-06-25,0.3363,实物资产,退市
10000181,510050C1509M03400,50ETF购2015年9月3.40,510050.SH,ETF期权,认购,欧式,3.400,10000,2015-09,2015-04-20,2015-09-23,2015-09-23,2015-09-24,0.2789,实物资产,退市
10000182,510050P1509M03400,50ETF沽2015年9月3.40,510050.SH,ETF期权,认沽,欧式,3.400,10000,2015-09,2015-04-20,2015-09-23,2015-09-23,2015-09-24,0.4049,实物资产,退市
10000183,510050C1512M03000,50ETF购2015年12月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.5629,实物资产,退市
10000184,510050C1512M03100,50ETF购2015年12月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.5260,实物资产,退市
10000185,510050C1512M03200,50ETF购2015年12月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4847,实物资产,退市
10000186,510050C1512M03300,50ETF购2015年12月3.30,510050.SH,ETF期权,认购,欧式,3.300,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4478,实物资产,退市
10000187,510050C1512M03400,50ETF购2015年12月3.40,510050.SH,ETF期权,认购,欧式,3.400,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4109,实物资产,退市
10000188,510050P1512M03000,50ETF沽2015年12月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.2486,实物资产,退市
10000189,510050P1512M03100,50ETF沽2015年12月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.2980,实物资产,退市
10000190,510050P1512M03200,50ETF沽2015年12月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.3519,实物资产,退市
10000191,510050P1512M03300,50ETF沽2015年12月3.30,510050.SH,ETF期权,认沽,欧式,3.300,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4079,实物资产,退市
10000192,510050P1512M03400,50ETF沽2015年12月3.40,510050.SH,ETF期权,认沽,欧式,3.400,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4706,实物资产,退市
10000193,510050C1505M03500,50ETF购2015年5月3.50,510050.SH,ETF期权,认购,欧式,3.500,10000,2015-05,2015-04-28,2015-05-27,2015-05-27,2015-05-28,0.0872,实物资产,退市
10000194,510050P1505M03500,50ETF沽2015年5月3.50,510050.SH,ETF期权,认沽,欧式,3.500,10000,2015-05,2015-04-28,2015-05-27,2015-05-27,2015-05-28,0.3276,实物资产,退市
10000195,510050C1506M03500,50ETF购2015年6月3.50,510050.SH,ETF期权,认购,欧式,3.500,10000,2015-06,2015-04-28,2015-06-24,2015-06-24,2015-06-25,0.1405,实物资产,退市
10000196,510050P1506M03500,50ETF沽2015年6月3.50,510050.SH,ETF期权,认沽,欧式,3.500,10000,2015-06,2015-04-28,2015-06-24,2015-06-24,2015-06-25,0.3726,实物资产,退市
10000197,510050C1509M03500,50ETF购2015年9月3.50,510050.SH,ETF期权,认购,欧式,3.500,10000,2015-09,2015-04-28,2015-09-23,2015-09-23,2015-09-24,0.2685,实物资产,退市
10000198,510050P1509M03500,50ETF沽2015年9月3.50,510050.SH,ETF期权,认沽,欧式,3.500,10000,2015-09,2015-04-28,2015-09-23,2015-09-23,2015-09-24,0.4472,实物资产,退市
10000199,510050C1512M03500,50ETF购2015年12月3.50,510050.SH,ETF期权,认购,欧式,3.500,10000,2015-12,2015-04-28,2015-12-23,2015-12-23,2015-12-24,0.3635,实物资产,退市
10000200,510050P1512M03500,50ETF沽2015年12月3.50,510050.SH,ETF期权,认沽,欧式,3.500,10000,2015-12,2015-04-28,2015-12-23,2015-12-23,2015-12-24,0.4907,实物资产,退市
10000201,510050C1512M02950,50ETF购2015年12月2.95,510050.SH,ETF期权,认购,欧式,2.950,10000,2015-12,2015-05-06,2015-12-23,2015-12-23,2015-12-24,0.4989,实物资产,退市
10000202,510050P1512M02950,50ETF沽2015年12月2.95,510050.SH,ETF期权,认沽,欧式,2.950,10000,2015-12,2015-05-06,2015-12-23,2015-12-23,2015-12-24,0.2513,实物资产,退市
10000203,510050C1512M02900,50ETF购2015年12月2.90,510050.SH,ETF期权,认购,欧式,2.900,10000,2015-12,2015-05-08,2015-12-23,2015-12-23,2015-12-24,0.4952,实物资产,退市
10000204,510050P1512M02900,50ETF沽2015年12月2.90,510050.SH,ETF期权,认沽,欧式,2.900,10000,2015-12,2015-05-08,2015-12-23,2015-12-23,2015-12-24,0.2339,实物资产,退市
10000205,510050C1512M02850,50ETF购2015年12月2.85,510050.SH,ETF期权,认购,欧式,2.850,10000,2015-12,2015-05-19,2015-12-23,2015-12-23,2015-12-24,0.4317,实物资产,退市
10000206,510050P1512M02850,50ETF沽2015年12月2.85,510050.SH,ETF期权,认沽,欧式,2.850,10000,2015-12,2015-05-19,2015-12-23,2015-12-23,2015-12-24,0.2369,实物资产,退市
10000207,510050C1507M03100,50ETF购2015年7月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.3489,实物资产,退市
10000208,510050C1507M03200,50ETF购2015年7月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2891,实物资产,退市
10000209,510050C1507M03300,50ETF购2015年7月3.30,510050.SH,ETF期权,认购,欧式,3.300,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2413,实物资产,退市
10000210,510050C1507M03400,50ETF购2015年7月3.40,510050.SH,ETF期权,认购,欧式,3.400,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2092,实物资产,退市
10000211,510050C1507M03500,50ETF购2015年7月3.50,510050.SH,ETF期权,认购,欧式,3.500,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.1806,实物资产,退市
10000212,510050P1507M03100,50ETF沽2015年7月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.1229,实物资产,退市
10000213,510050P1507M03200,50ETF沽2015年7月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.1629,实物资产,退市
10000214,510050P1507M03300,50ETF沽2015年7月3.30,510050.SH,ETF期权,认沽,欧式,3.300,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2023,实物资产,退市
10000215,510050P1507M03400,50ETF沽2015年7月3.40,510050.SH,ETF期权,认沽,欧式,3.400,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2705,实物资产,退市
10000216,510050P1507M03500,50ETF沽2015年7月3.50,510050.SH,ETF期权,认沽,欧式,3.500,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.3384,实物资产,退市
10000217,510050C1507M02950,50ETF购2015年7月2.95,510050.SH,ETF期权,认购,欧式,2.950,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.2956,实物资产,退市
10000218,510050C1507M03000,50ETF购2015年7月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.2682,实物资产,退市
10000219,510050P1507M02950,50ETF沽2015年7月2.95,510050.SH,ETF期权,认沽,欧式,2.950,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.1306,实物资产,退市
10000220,510050P1507M03000,50ETF沽2015年7月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.1522,实物资产,退市
10000221,510050C1506M03600,50ETF购2015年6月3.60,510050.SH,ETF期权,认购,欧式,3.600,10000,2015-06,2015-06-09,2015-06-24,2015-06-24,2015-06-25,0.0799,实物资产,退市
10000222,510050P1506M03600,50ETF沽2015年6月3.60,510050.SH,ETF期权,认沽,欧式,3.600,10000,2015-06,2015-06-09,2015-06-24,2015-06-24,2015-06-25,0.2444,实物资产,退市
10000223,510050C1507M03600,50ETF购2015年7月3.60,510050.SH,ETF期权,认购,欧式,3.600,10000,2015-07,2015-06-09,2015-07-22,2015-07-22,2015-07-23,0.1755,实物资产,退市
10000224,510050P1507M03600,50ETF沽2015年7月3.60,510050.SH,ETF期权,认沽,欧式,3.600,10000,2015-07,2015-06-09,2015-07-22,2015-07-22,2015-07-23,0.3233,实物资产,退市
10000225,510050C1509M03600,50ETF购2015年9月3.60,510050.SH,ETF期权,认购,欧式,3.600,10000,2015-09,2015-06-09,2015-09-23,2015-09-23,2015-09-24,0.2845,实物资产,退市
10000226,510050P1509M03600,50ETF沽2015年9月3.60,510050.SH,ETF期权,认沽,欧式,3.600,10000,2015-09,2015-06-09,2015-09-23,2015-09-23,2015-09-24,0.3874,实物资产,退市
10000227,510050C1512M03600,50ETF购2015年12月3.60,510050.SH,ETF期权,认购,欧式,3.600,10000,2015-12,2015-06-09,2015-12-23,2015-12-23,2015-12-24,0.3905,实物资产,退市
10000228,510050P1512M03600,50ETF沽2015年12月3.60,510050.SH,ETF期权,认沽,欧式,3.600,10000,2015-12,2015-06-09,2015-12-23,2015-12-23,2015-12-24,0.4494,实物资产,退市
10000229,510050C1507M02900,50ETF购2015年7月2.90,510050.SH,ETF期权,认购,欧式,2.900,10000,2015-07,2015-06-19,2015-07-22,2015-07-22,2015-07-23,0.2911,实物资产,退市
10000230,510050P1507M02900,50ETF沽2015年7月2.90,510050.SH,ETF期权,认沽,欧式,2.900,10000,2015-07,2015-06-19,2015-07-22,2015-07-22,2015-07-23,0.1069,实物资产,退市
10000231,510050C1507M02750,50ETF购2015年7月2.75,510050.SH,ETF期权,认购,欧式,2.750,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.2869,实物资产,退市
10000232,510050C1507M02800,50ETF购2015年7月2.80,510050.SH,ETF期权,认购,欧式,2.800,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.2598,实物资产,退市
10000233,510050C1507M02850,50ETF购2015年7月2.85,510050.SH,ETF期权,认购,欧式,2.850,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.2347,实物资产,退市
10000234,510050P1507M02750,50ETF沽2015年7月2.75,510050.SH,ETF期权,认沽,欧式,2.750,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.1059,实物资产,退市
10000235,510050P1507M02800,50ETF沽2015年7月2.80,510050.SH,ETF期权,认沽,欧式,2.800,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.1271,实物资产,退市
10000236,510050P1507M02850,50ETF沽2015年7月2.85,510050.SH,ETF期权,认沽,欧式,2.850,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.1507,实物资产,退市
10000237,510050C1512M02750,50ETF购2015年12月2.75,510050.SH,ETF期权,认购,欧式,2.750,10000,2015-12,2015-06-23,2015-12-23,2015-12-23,2015-12-24,0.4678,实物资产,退市
10000238,510050C1512M02800,50ETF购2015年12月2.80,510050.SH,ETF期权,认购,欧式,2.800,10000,2015-12,2015-06-23,2015-12-23,2015-12-23,2015-12-24,0.4434,实物资产,退市
10000239,510050P1512M02750,50ETF沽2015年12月2.75,510050.SH,ETF期权,认沽,欧式,2.750,10000,2015-12,2015-06-23,2015-12-23,2015-12-23,2015-12-24,0.2113,实物资产,退市
10000240,510050P1512M02800,50ETF沽2015年12月2.80,510050.SH,ETF期权,认沽,欧式,2.800,10000,2015-12,2015-06-23,2015-12-23,2015-12-23,2015-12-24,0.2344,实物资产,退市
10000241,510050C1508M02900,50ETF购2015年8月2.90,510050.SH,ETF期权,认购,欧式,2.900,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.3452,实物资产,退市
10000242,510050C1508M02950,50ETF购2015年8月2.95,510050.SH,ETF期权,认购,欧式,2.950,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.3262,实物资产,退市
10000243,510050C1508M03000,50ETF购2015年8月3.00,510050.SH,ETF期权,认购,欧式,3.000,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.2980,实物资产,退市
10000244,510050C1508M03100,50ETF购2015年8月3.10,510050.SH,ETF期权,认购,欧式,3.100,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.2524,实物资产,退市
10000245,510050C1508M03200,50ETF购2015年8月3.20,510050.SH,ETF期权,认购,欧式,3.200,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.2189,实物资产,退市
10000246,510050P1508M02900,50ETF沽2015年8月2.90,510050.SH,ETF期权,认沽,欧式,2.900,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.1602,实物资产,退市
10000247,510050P1508M02950,50ETF沽2015年8月2.95,510050.SH,ETF期权,认沽,欧式,2.950,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.1788,实物资产,退市
10000248,510050P1508M03000,50ETF沽2015年8月3.00,510050.SH,ETF期权,认沽,欧式,3.000,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.2133,实物资产,退市
10000249,510050P1508M03100,50ETF沽2015年8月3.10,510050.SH,ETF期权,认沽,欧式,3.100,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.2652,实物资产,退市
10000250,510050P1508M03200,50ETF沽2015年8月3.20,510050.SH,ETF期权,认沽,欧式,3.200,10000,2015-08,2015-06-25,2015-08-26,2015-08-26,2015-08-27,0.3250,实物资产,退市
10000251,510050C1508M02800,50ETF购2015年8月2.80,510050.SH,ETF期权,认购,欧式,2.800,10000,2015-08,2015-06-26,2015-08-26,2015-08-26,2015-08-27,0.3195,实物资产,退市
10000252,510050C1508M02850,50ETF购2015年8月2.85,510050.SH,ETF期权,认购,欧式,2.850,10000,2015-08,2015-06-26,2015-08-26,2015-08-26,2015-08-27,0.2932,实物资产,退市
10000253,510050P1508M02800,50ETF沽2015年8月2.80,510050.SH,ETF期权,认沽,欧式,2.800,10000,2015-08,2015-06-26,2015-08-26,2015-08-26,2015-08-27,0.1462,实物资产,退市
10000254,510050P1508M02850,50ETF沽2015年8月2.85,510050.SH,ETF期权,认沽,欧式,2.850,10000,2015-08,2015-06-26,2015-08-26,2015-08-26,2015-08-27,0.1686,实物资产,退市
10000255,510050C1507M02600,50ETF购2015年7月2.60,510050.SH,ETF期权,认购,欧式,2.600,10000,2015-07,2015-06-29,2015-07-22,2015-07-22,2015-07-23,0.2418,实物资产,退市
