datetime,opt_type,short_opt_code,short_opt_volume,short_opt_price,short_opt_delta,long_opt_code,long_opt_volume,long_opt_price,long_opt_delta,profit_spread,money_ocupied,expected_return
2015-02-17 11:20:00,Put,10000006,20,0.0106,-0.2282,10000010,10,0.0569,-0.4457,779.0487,39250.0,0.0198
2015-02-17 11:21:00,Call,10000002,10,0.1909,0.7207,10000005,13,0.0766,0.5531,1154.9958,55916.0,0.0207
2015-02-17 11:21:00,Put,10000006,20,0.011,-0.229,10000010,10,0.0569,-0.4469,884.0839,39250.0,0.0225
2015-02-17 11:22:00,Call,10000001,10,0.2367,0.7719,10000005,14,0.0766,0.5543,1453.9811,61182.0,0.0238
2015-02-17 11:22:00,Put,10000006,20,0.0108,-0.2281,10000010,10,0.0569,-0.4457,818.9843,39250.0,0.0209
2015-02-17 11:23:00,Call,10000001,10,0.2367,0.7719,10000005,14,0.0766,0.5543,1453.6019,61182.0,0.0238
2015-02-17 11:23:00,Put,10000006,20,0.0108,-0.2281,10000010,10,0.0569,-0.4457,818.9521,39250.0,0.0209
2015-02-17 11:24:00,Call,10000001,10,0.2372,0.7736,10000005,14,0.0766,0.5566,1479.0504,61182.0,0.0242
2015-02-17 11:24:00,Put,10000006,20,0.0108,-0.2264,10000010,10,0.0569,-0.4434,768.8655,39250.0,0.0196
2015-02-17 11:25:00,Call,10000002,10,0.1909,0.7227,10000005,13,0.0766,0.5554,1130.2178,55916.0,0.0202
2015-02-17 11:25:00,Put,10000006,20,0.0108,-0.2272,10000010,10,0.0569,-0.4446,793.8421,39250.0,0.0202
2015-02-17 11:26:00,Call,10000002,10,0.1909,0.7246,10000005,13,0.0766,0.5577,1106.8584,55916.0,0.0198
2015-02-17 11:26:00,Put,10000006,20,0.0108,-0.2255,10000010,10,0.0569,-0.4423,743.8099,39250.0,0.019
2015-02-17 11:27:00,Call,10000002,10,0.1909,0.7227,10000005,13,0.0766,0.5554,1129.6778,55916.0,0.0202
2015-02-17 11:27:00,Put,10000006,20,0.0108,-0.2272,10000010,10,0.0569,-0.4446,793.773,39250.0,0.0202
2015-02-17 11:28:00,Call,10000002,10,0.1909,0.7227,10000041,15,0.0526,0.4981,1192.0658,53848.0,0.0221
2015-02-17 11:28:00,Put,10000006,20,0.0109,-0.2272,10000010,10,0.0569,-0.4446,813.7384,39250.0,0.0207
2015-02-17 11:29:00,Call,10000002,10,0.1909,0.7227,10000041,15,0.0526,0.4981,1191.7185,53848.0,0.0221
2015-02-17 11:29:00,Put,10000006,20,0.0109,-0.2272,10000010,10,0.0569,-0.4446,813.7037,39250.0,0.0207
2015-02-17 13:00:00,Call,10000002,10,0.1909,0.7266,10000005,13,0.077,0.56,1031.2956,55968.0,0.0184
2015-02-17 13:00:00,Put,10000006,20,0.0109,-0.2237,10000010,10,0.0569,-0.44,713.777,39250.0,0.0182
2015-02-17 13:01:00,Call,10000001,10,0.2372,0.7763,10000005,14,0.077,0.56,1385.7274,61238.0,0.0226
2015-02-17 13:01:00,Put,10000006,20,0.0108,-0.2237,10000010,10,0.0573,-0.44,653.7335,39290.0,0.0166
2015-02-17 13:02:00,Call,10000001,10,0.2372,0.7746,10000005,14,0.077,0.5577,1408.2288,61238.0,0.023
2015-02-17 13:02:00,Put,10000006,20,0.0108,-0.2254,10000010,10,0.0573,-0.4423,703.5754,39290.0,0.0179
2015-02-17 13:03:00,Call,10000001,10,0.2372,0.7754,10000005,14,0.077,0.5589,1396.2931,61238.0,0.0228
2015-02-17 13:03:00,Put,10000006,22,0.0108,-0.2246,10000042,10,0.0822,-0.4985,763.5985,45136.0,0.0169
2015-02-17 13:04:00,Call,10000001,10,0.2372,0.7746,10000005,14,0.077,0.5577,1407.4633,61238.0,0.023
2015-02-17 13:04:00,Put,10000006,22,0.0103,-0.2254,10000042,10,0.0822,-0.4997,687.9478,45136.0,0.0152
2015-02-17 13:05:00,Call,10000001,10,0.2372,0.7755,10000005,14,0.077,0.5588,1395.5256,61238.0,0.0228
2015-02-17 13:05:00,Put,10000006,22,0.0104,-0.2245,10000042,10,0.0822,-0.4985,675.5938,45136.0,0.015
2015-02-17 13:06:00,Call,10000001,10,0.2372,0.7755,10000005,14,0.077,0.5588,1395.1417,61238.0,0.0228
2015-02-17 13:06:00,Put,10000006,22,0.0106,-0.2245,10000042,10,0.0822,-0.4985,719.5914,45136.0,0.0159
2015-02-17 13:07:00,Call,10000001,10,0.2372,0.7755,10000004,13,0.1075,0.6162,1292.3948,64433.0,0.0201
2015-02-17 13:07:00,Put,10000006,22,0.0108,-0.2245,10000042,10,0.0822,-0.4985,763.5889,45136.0,0.0169
2015-02-17 13:08:00,Call,10000001,10,0.2346,0.7755,10000004,13,0.1075,0.6162,1032.0884,64433.0,0.016
2015-02-17 13:08:00,Put,10000006,22,0.0108,-0.2245,10000042,10,0.0822,-0.4985,763.5865,45136.0,0.0169
2015-02-17 13:09:00,Call,10000001,10,0.2346,0.7755,10000004,13,0.1075,0.6162,1031.782,64433.0,0.016
2015-02-17 13:09:00,Put,10000006,22,0.0108,-0.2245,10000042,10,0.0822,-0.4985,763.584,45136.0,0.0169
2015-02-17 13:10:00,Call,10000001,10,0.2346,0.7764,10000004,13,0.1075,0.6173,1028.4938,64433.0,0.016
2015-02-17 13:10:00,Put,10000006,22,0.0108,-0.2236,10000042,10,0.0822,-0.4974,729.2305,45136.0,0.0162
2015-02-17 13:11:00,Call,10000001,10,0.2374,0.7781,10000004,13,0.1075,0.6195,1302.7366,64433.0,0.0202
2015-02-17 13:12:00,Call,10000001,10,0.2374,0.7781,10000004,13,0.1075,0.6195,1302.4295,64433.0,0.0202
2015-02-17 13:13:00,Call,10000001,10,0.2374,0.7781,10000004,13,0.1075,0.6195,1302.1222,64433.0,0.0202
2015-02-17 13:14:00,Call,10000001,10,0.2374,0.7781,10000004,13,0.1075,0.6195,1301.815,64433.0,0.0202
2015-02-17 13:15:00,Call,10000001,10,0.2374,0.7773,10000003,12,0.145,0.6743,999.6925,67858.0,0.0147
2015-02-17 13:16:00,Call,10000001,10,0.2367,0.7773,10000003,12,0.145,0.6743,929.4888,67858.0,0.0137
2015-02-17 13:17:00,Call,10000001,10,0.2367,0.7773,10000003,12,0.145,0.6743,929.2851,67858.0,0.0137
2015-02-17 13:17:00,Put,10000006,17,0.0108,-0.2227,10000009,10,0.0365,-0.3816,673.6031,32176.0,0.0209
2015-02-17 13:18:00,Put,10000006,17,0.0108,-0.2201,10000009,10,0.0363,-0.3783,643.3247,32156.0,0.02
2015-02-17 13:19:00,Call,10000001,10,0.2376,0.7773,10000003,12,0.145,0.6743,1018.8776,67858.0,0.015
2015-02-17 13:19:00,Put,10000006,17,0.0108,-0.2227,10000009,10,0.0363,-0.3816,693.4673,32156.0,0.0216
2015-02-17 13:20:00,Call,10000001,10,0.2376,0.7773,10000003,12,0.145,0.6743,1018.6738,67858.0,0.015
2015-02-17 13:20:00,Put,10000006,20,0.0108,-0.2227,10000010,10,0.0557,-0.4389,787.9751,39130.0,0.0201
2015-02-17 13:21:00,Call,10000001,10,0.2376,0.7782,10000003,12,0.145,0.6754,1020.4569,67858.0,0.015
2015-02-17 13:21:00,Put,10000006,20,0.0108,-0.2218,10000010,10,0.0557,-0.4377,763.039,39130.0,0.0195
2015-02-17 13:22:00,Call,10000001,10,0.2376,0.7765,10000041,15,0.0549,0.5026,1085.4543,58693.0,0.0185
2015-02-17 13:22:00,Put,10000006,20,0.0108,-0.2235,10000010,10,0.0557,-0.44,812.8131,39130.0,0.0208
2015-02-17 13:23:00,Call,10000001,10,0.2376,0.7765,10000041,15,0.0549,0.5026,1085.032,58693.0,0.0185
2015-02-17 13:23:00,Put,10000006,20,0.0108,-0.2235,10000010,10,0.0557,-0.44,812.7689,39130.0,0.0208
2015-02-17 13:24:00,Call,10000001,10,0.2376,0.7765,10000041,15,0.0549,0.5026,1084.6098,58693.0,0.0185
2015-02-17 13:24:00,Put,10000006,20,0.0108,-0.2235,10000010,10,0.0557,-0.44,812.7247,39130.0,0.0208
2015-02-17 13:25:00,Call,10000001,10,0.2376,0.7757,10000041,15,0.0549,0.5014,1106.7038,58693.0,0.0189
2015-02-17 13:25:00,Put,10000006,22,0.0108,-0.2243,10000042,10,0.0802,-0.4986,963.5395,44936.0,0.0214
2015-02-17 13:26:00,Call,10000001,10,0.2376,0.7748,10000041,15,0.0549,0.5003,1129.0447,58693.0,0.0192
2015-02-17 13:26:00,Put,10000006,22,0.0108,-0.2252,10000042,10,0.0802,-0.4997,997.9552,44936.0,0.0222
2015-02-17 13:27:00,Call,10000001,10,0.2376,0.7748,10000041,15,0.0549,0.5002,1128.6262,58693.0,0.0192
2015-02-17 13:27:00,Put,10000006,22,0.0108,-0.2252,10000042,10,0.0802,-0.4998,997.9551,44936.0,0.0222
2015-02-17 13:28:00,Call,10000001,10,0.2375,0.7731,10000041,16,0.0549,0.4979,1196.5762,59242.0,0.0202
2015-02-17 13:28:00,Put,10000006,22,0.0108,-0.2269,10000042,10,0.0802,-0.5021,1066.8562,44936.0,0.0237
2015-02-17 13:29:00,Call,10000001,10,0.2375,0.774,10000041,16,0.0549,0.4991,1177.3545,59242.0,0.0199
2015-02-17 13:29:00,Put,10000006,22,0.0108,-0.226,10000042,10,0.0802,-0.5009,1032.4006,44936.0,0.023
2015-02-17 13:30:00,Call,10000001,10,0.2374,0.774,10000041,16,0.0549,0.4991,1166.8942,59242.0,0.0197
2015-02-17 13:30:00,Put,10000006,25,0.0108,-0.226,10000050,10,0.1118,-0.5572,1045.976,53130.0,0.0197
2015-02-17 13:31:00,Call,10000001,10,0.2374,0.7749,10000041,15,0.0549,0.5002,1106.9517,58693.0,0.0189
2015-02-17 13:31:00,Put,10000006,22,0.0108,-0.2251,10000042,10,0.0803,-0.4998,987.9547,44946.0,0.022
2015-02-17 13:32:00,Call,10000001,10,0.2374,0.774,10000041,16,0.0549,0.4991,1165.9734,59242.0,0.0197
2015-02-17 13:32:00,Put,10000006,22,0.0108,-0.226,10000042,10,0.0803,-0.5009,1022.4094,44946.0,0.0227
2015-02-17 13:33:00,Call,10000001,10,0.2374,0.7731,10000005,14,0.0771,0.5554,1426.1665,61252.0,0.0233
2015-02-17 13:33:00,Put,10000006,22,0.0108,-0.2269,10000042,10,0.0803,-0.5021,1056.8863,44946.0,0.0235
2015-02-17 13:34:00,Call,10000001,10,0.2374,0.7714,10000005,14,0.0765,0.5531,1534.4754,61168.0,0.0251
2015-02-17 13:34:00,Put,10000006,22,0.0108,-0.2286,10000042,10,0.0814,-0.5044,1015.8879,45056.0,0.0225
2015-02-17 13:35:00,Call,10000001,10,0.2374,0.7714,10000005,14,0.0765,0.5531,1534.0957,61168.0,0.0251
2015-02-17 13:35:00,Put,10000006,22,0.0108,-0.2286,10000042,10,0.0814,-0.5044,1015.9001,45056.0,0.0225
2015-02-17 13:36:00,Call,10000001,10,0.2374,0.7723,10000005,14,0.0765,0.5542,1521.2601,61168.0,0.0249
2015-02-17 13:36:00,Put,10000006,22,0.011,-0.2277,10000042,10,0.0814,-0.5033,1025.4017,45056.0,0.0228
2015-02-17 13:37:00,Call,10000001,10,0.2374,0.7732,10000005,14,0.0785,0.5554,1228.6391,61448.0,0.02
2015-02-17 13:37:00,Put,10000006,22,0.011,-0.2268,10000042,10,0.0814,-0.5021,990.9097,45056.0,0.022
2015-02-17 13:38:00,Call,10000001,10,0.2374,0.7741,10000005,14,0.0785,0.5565,1216.2333,61448.0,0.0198
2015-02-17 13:38:00,Put,10000006,22,0.011,-0.2259,10000042,10,0.0814,-0.501,956.426,45056.0,0.0212
2015-02-17 13:39:00,Call,10000001,10,0.2374,0.7723,10000005,14,0.0785,0.5542,1240.1174,61448.0,0.0202
2015-02-17 13:39:00,Put,10000006,22,0.011,-0.2277,10000042,10,0.0814,-0.5033,1025.4284,45056.0,0.0228
2015-02-17 13:40:00,Call,10000001,10,0.2374,0.7732,10000005,14,0.0785,0.5554,1227.4931,61448.0,0.02
2015-02-17 13:40:00,Put,10000006,20,0.011,-0.2268,10000010,10,0.0561,-0.4446,912.2558,39170.0,0.0233
2015-02-17 13:41:00,Call,10000001,10,0.2374,0.7741,10000005,14,0.0785,0.5565,1215.0841,61448.0,0.0198
2015-02-17 13:41:00,Put,10000006,20,0.011,-0.2259,10000010,10,0.0561,-0.4435,887.1043,39170.0,0.0226
2015-02-17 13:42:00,Call,10000001,10,0.238,0.7723,10000005,14,0.0785,0.5542,1298.9744,61448.0,0.0211
2015-02-17 13:42:00,Put,10000006,20,0.011,-0.2277,10000010,10,0.0561,-0.4458,937.3346,39170.0,0.0239
2015-02-17 13:43:00,Call,10000001,10,0.2361,0.7715,10000005,14,0.078,0.5531,1191.0569,61378.0,0.0194
2015-02-17 13:43:00,Put,10000006,20,0.011,-0.2285,10000010,10,0.057,-0.4469,872.4856,39260.0,0.0222
2015-02-17 13:44:00,Call,10000001,10,0.2361,0.7715,10000005,14,0.078,0.5531,1190.6769,61378.0,0.0194
2015-02-17 13:44:00,Put,10000006,20,0.011,-0.2285,10000010,10,0.057,-0.4469,872.4541,39260.0,0.0222
2015-02-17 13:45:00,Call,10000002,10,0.192,0.7192,10000005,13,0.078,0.5508,1092.951,56098.0,0.0195
2015-02-17 13:45:00,Put,10000006,22,0.011,-0.2303,10000042,10,0.0827,-0.5068,999.1286,45186.0,0.0221
2015-02-17 13:46:00,Call,10000002,10,0.192,0.7201,10000005,13,0.078,0.5519,1080.385,56098.0,0.0193
2015-02-17 13:46:00,Put,10000006,22,0.011,-0.2294,10000042,10,0.0827,-0.5056,964.5844,45186.0,0.0213
2015-02-17 13:47:00,Call,10000002,10,0.192,0.7201,10000049,16,0.0346,0.4381,1285.8108,51494.0,0.025
2015-02-17 13:47:00,Put,10000006,22,0.011,-0.2294,10000042,10,0.0827,-0.5056,964.5993,45186.0,0.0213
2015-02-17 13:48:00,Call,10000002,10,0.192,0.7192,10000049,16,0.0346,0.4369,1316.2881,51494.0,0.0256
2015-02-17 13:48:00,Put,10000006,22,0.011,-0.2302,10000042,10,0.0827,-0.5068,999.1829,45186.0,0.0221
2015-02-17 13:49:00,Call,10000002,10,0.192,0.7202,10000005,13,0.078,0.5519,1079.5813,56098.0,0.0192
2015-02-17 13:49:00,Put,10000006,22,0.011,-0.2293,10000042,10,0.0827,-0.5056,964.6291,45186.0,0.0213
2015-02-17 13:50:00,Call,10000002,10,0.192,0.7221,10000005,13,0.078,0.5542,1055.1691,56098.0,0.0188
2015-02-17 13:50:00,Put,10000006,22,0.011,-0.2276,10000042,10,0.0827,-0.5033,895.5239,45186.0,0.0198
2015-02-17 13:51:00,Call,10000002,10,0.192,0.7202,10000005,13,0.078,0.5519,1079.0454,56098.0,0.0192
2015-02-17 13:51:00,Put,10000006,22,0.011,-0.2293,10000042,10,0.0827,-0.5056,964.6587,45186.0,0.0213
2015-02-17 13:52:00,Call,10000002,10,0.192,0.7202,10000005,13,0.078,0.5519,1078.7774,56098.0,0.0192
2015-02-17 13:52:00,Put,10000006,22,0.011,-0.2293,10000042,10,0.0827,-0.5057,964.6735,45186.0,0.0213
2015-02-17 13:53:00,Call,10000002,10,0.192,0.7202,10000005,13,0.078,0.5519,1078.5093,56098.0,0.0192
2015-02-17 13:53:00,Put,10000006,22,0.011,-0.2293,10000042,10,0.0827,-0.5057,964.6882,45186.0,0.0213
2015-02-17 13:54:00,Call,10000002,10,0.192,0.7192,10000049,16,0.0352,0.4369,1218.3687,51590.0,0.0236
2015-02-17 13:54:00,Put,10000006,22,0.011,-0.2302,10000042,10,0.0827,-0.5068,999.2906,45186.0,0.0221
2015-02-17 13:55:00,Call,10000001,10,0.2315,0.7645,10000005,14,0.0745,0.5438,1324.0773,60888.0,0.0217
2015-02-17 13:55:00,Put,10000006,24,0.0115,-0.2355,10000050,10,0.1179,-0.57,1052.1314,52062.0,0.0202
2015-02-17 13:56:00,Call,10000001,10,0.2295,0.7645,10000005,14,0.0745,0.5438,1123.7064,60888.0,0.0185
2015-02-17 13:56:00,Put,10000006,24,0.0115,-0.2355,10000050,10,0.1179,-0.57,1052.2483,52062.0,0.0202
2015-02-17 13:57:00,Call,10000001,10,0.2295,0.7645,10000005,14,0.0718,0.5438,1501.3353,60510.0,0.0248
2015-02-17 13:57:00,Put,10000006,22,0.0115,-0.2355,10000042,10,0.0863,-0.5138,957.0277,45546.0,0.021
2015-02-17 13:58:00,Call,10000001,10,0.2298,0.7645,10000005,14,0.0718,0.5438,1530.9643,60510.0,0.0253
2015-02-17 13:58:00,Put,10000006,22,0.0115,-0.2355,10000042,10,0.0863,-0.5138,957.0649,45546.0,0.021
2015-02-17 13:59:00,Call,10000001,10,0.2288,0.7645,10000005,14,0.0732,0.5438,1234.5932,60706.0,0.0203
2015-02-17 13:59:00,Put,10000006,22,0.0115,-0.2355,10000042,10,0.0863,-0.5138,957.1021,45546.0,0.021
2015-02-17 14:00:00,Call,10000001,10,0.2288,0.7663,10000005,14,0.0732,0.5461,1206.0253,60706.0,0.0199
2015-02-17 14:00:00,Put,10000006,22,0.0115,-0.2337,10000042,10,0.0863,-0.5115,887.8848,45546.0,0.0195
2015-02-17 14:01:00,Call,10000001,10,0.2278,0.7627,10000005,14,0.0732,0.5415,1162.9029,60706.0,0.0192
2015-02-17 14:01:00,Put,10000006,22,0.0115,-0.2373,10000042,10,0.0872,-0.5162,936.425,45636.0,0.0205
2015-02-17 14:02:00,Call,10000001,10,0.2269,0.7618,10000005,14,0.0731,0.5404,1101.3801,60692.0,0.0181
2015-02-17 14:02:00,Put,10000006,22,0.012,-0.2382,10000042,10,0.0872,-0.5173,1081.087,45636.0,0.0237
2015-02-17 14:03:00,Call,10000001,10,0.2269,0.7628,10000005,14,0.0731,0.5415,1086.1656,60692.0,0.0179
2015-02-17 14:03:00,Put,10000006,22,0.012,-0.2372,10000042,10,0.0872,-0.5162,1046.5125,45636.0,0.0229
2015-02-17 14:04:00,Call,10000001,10,0.2269,0.7628,10000049,18,0.032,0.4276,1273.2918,56218.0,0.0226
2015-02-17 14:04:00,Put,10000006,22,0.012,-0.2372,10000042,10,0.0872,-0.5162,1046.5562,45636.0,0.0229
2015-02-17 14:05:00,Call,10000001,10,0.2294,0.7655,10000005,14,0.0731,0.545,1292.1544,60692.0,0.0213
2015-02-17 14:05:00,Put,10000006,22,0.012,-0.2345,10000042,10,0.0872,-0.5127,942.6817,45636.0,0.0207
2015-02-17 14:06:00,Call,10000001,10,0.2296,0.7646,10000005,14,0.0731,0.5438,1325.9945,60692.0,0.0218
2015-02-17 14:06:00,Put,10000006,22,0.012,-0.2354,10000042,10,0.0872,-0.5139,977.3617,45636.0,0.0214
2015-02-17 14:07:00,Call,10000001,10,0.2296,0.7664,10000005,14,0.0731,0.5461,1297.409,60692.0,0.0214
2015-02-17 14:07:00,Put,10000006,22,0.012,-0.2336,10000042,10,0.0872,-0.5115,908.0982,45636.0,0.0199
2015-02-17 14:08:00,Call,10000001,10,0.2296,0.7673,10000005,14,0.0732,0.5473,1269.2481,60706.0,0.0209
2015-02-17 14:08:00,Put,10000006,22,0.012,-0.2327,10000042,10,0.0872,-0.5104,873.4752,45636.0,0.0191
2015-02-17 14:09:00,Call,10000001,10,0.2296,0.7664,10000005,14,0.0732,0.5461,1282.6611,60706.0,0.0211
2015-02-17 14:09:00,Put,10000006,22,0.0122,-0.2336,10000042,10,0.0872,-0.5115,952.159,45636.0,0.0209
2015-02-17 14:10:00,Call,10000001,10,0.2296,0.7664,10000005,14,0.0732,0.5461,1282.2871,60706.0,0.0211
2015-02-17 14:10:00,Put,10000006,22,0.0122,-0.2336,10000042,10,0.0872,-0.5115,952.1893,45636.0,0.0209
2015-02-17 14:11:00,Call,10000001,10,0.2296,0.7673,10000041,16,0.0503,0.4896,1262.1197,58506.0,0.0216
2015-02-17 14:11:00,Put,10000006,22,0.012,-0.2327,10000042,10,0.0872,-0.5104,873.5564,45636.0,0.0191
2015-02-17 14:12:00,Call,10000001,10,0.2296,0.7682,10000004,13,0.1033,0.6063,1093.137,63887.0,0.0171
2015-02-17 14:12:00,Put,10000006,22,0.012,-0.2318,10000042,10,0.0872,-0.5092,838.9196,45636.0,0.0184
2015-02-17 14:13:00,Call,10000001,10,0.2296,0.7682,10000004,13,0.1033,0.6063,1092.8316,63887.0,0.0171
2015-02-17 14:14:00,Call,10000001,10,0.2296,0.7682,10000004,13,0.1033,0.6063,1092.5262,63887.0,0.0171
2015-02-17 14:15:00,Call,10000001,10,0.2296,0.7665,10000041,16,0.0503,0.4884,1281.2824,58506.0,0.0219
2015-02-17 14:15:00,Put,10000006,22,0.0119,-0.2335,10000042,10,0.088,-0.5116,806.3404,45716.0,0.0176
2015-02-17 14:16:00,Call,10000001,10,0.2296,0.7674,10000041,16,0.0503,0.4896,1259.8952,58506.0,0.0215
2015-02-17 14:16:00,Put,10000006,22,0.0119,-0.2326,10000042,10,0.088,-0.5104,771.6911,45716.0,0.0169
2015-02-17 14:17:00,Call,10000001,10,0.2296,0.7656,10000041,16,0.0503,0.4873,1301.5996,58506.0,0.0222
2015-02-17 14:17:00,Put,10000006,24,0.0121,-0.2344,10000050,10,0.1199,-0.569,955.4899,52262.0,0.0183
2015-02-17 14:18:00,Call,10000001,10,0.2301,0.7638,10000041,16,0.0503,0.4849,1394.333,58506.0,0.0238
2015-02-17 14:18:00,Put,10000006,24,0.0121,-0.2362,10000050,10,0.1199,-0.5713,1041.9831,52262.0,0.0199
2015-02-17 14:19:00,Call,10000001,10,0.2301,0.7656,10000041,16,0.0503,0.4872,1350.7185,58506.0,0.0231
2015-02-17 14:19:00,Put,10000006,24,0.0121,-0.2344,10000050,10,0.1199,-0.569,955.7146,52262.0,0.0183
2015-02-17 14:20:00,Call,10000001,10,0.2301,0.7647,10000041,16,0.0503,0.4861,1371.7425,58506.0,0.0234
2015-02-17 14:20:00,Put,10000006,24,0.0121,-0.2353,10000050,10,0.1199,-0.5702,999.047,52262.0,0.0191
2015-02-17 14:21:00,Call,10000001,10,0.2295,0.7665,10000041,16,0.0503,0.4884,1268.6254,58506.0,0.0217
2015-02-17 14:21:00,Put,10000006,22,0.0121,-0.2335,10000042,10,0.088,-0.5116,850.5208,45716.0,0.0186
2015-02-17 14:22:00,Call,10000001,10,0.2295,0.7656,10000041,16,0.0503,0.4872,1289.3966,58506.0,0.022
2015-02-17 14:22:00,Put,10000006,24,0.0121,-0.2344,10000050,10,0.1199,-0.5691,956.0514,52262.0,0.0183
2015-02-17 14:23:00,Call,10000001,10,0.2295,0.7665,10000041,16,0.0503,0.4884,1267.7395,58506.0,0.0217
2015-02-17 14:23:00,Put,10000006,22,0.0121,-0.2335,10000042,10,0.088,-0.5116,850.5807,45716.0,0.0186
2015-02-17 14:24:00,Call,10000001,10,0.2295,0.7674,10000041,16,0.0503,0.4896,1246.334,58506.0,0.0213
2015-02-17 14:24:00,Put,10000006,22,0.0121,-0.2326,10000042,10,0.088,-0.5104,815.905,45716.0,0.0178
2015-02-17 14:25:00,Call,10000001,10,0.2295,0.7675,10000041,16,0.0503,0.4895,1245.8887,58506.0,0.0213
2015-02-17 14:25:00,Put,10000006,22,0.0121,-0.2325,10000042,10,0.088,-0.5105,815.9316,45716.0,0.0178
2015-02-17 14:26:00,Call,10000001,10,0.2295,0.7675,10000041,16,0.0503,0.4895,1245.4433,58506.0,0.0213
2015-02-17 14:26:00,Put,10000006,22,0.0127,-0.2325,10000042,10,0.088,-0.5105,947.9582,45716.0,0.0207
2015-02-17 14:27:00,Call,10000001,10,0.2295,0.7701,10000041,16,0.0503,0.493,1183.6381,58506.0,0.0202
2015-02-17 14:28:00,Call,10000001,10,0.2291,0.7701,10000041,16,0.0503,0.493,1143.1861,58506.0,0.0195
2015-02-17 14:29:00,Call,10000001,10,0.2291,0.7702,10000041,16,0.0525,0.493,790.734,58858.0,0.0134
2015-02-17 14:30:00,Call,10000001,10,0.2291,0.7693,10000041,16,0.0525,0.4918,810.4827,58858.0,0.0138
2015-02-17 14:31:00,Call,10000001,10,0.2297,0.7675,10000005,14,0.0757,0.5473,920.6101,61056.0,0.0151
2015-02-17 14:31:00,Put,10000006,22,0.0129,-0.2325,10000042,10,0.0878,-0.5105,1012.0907,45696.0,0.0221
2015-02-17 14:32:00,Call,10000001,10,0.2297,0.7666,10000005,14,0.0757,0.5461,934.0502,61056.0,0.0153
2015-02-17 14:32:00,Put,10000006,24,0.0129,-0.2334,10000050,10,0.1196,-0.568,1135.8633,52232.0,0.0217
2015-02-17 14:33:00,Call,10000001,10,0.2297,0.7675,10000005,14,0.0757,0.5473,919.858,61056.0,0.0151
2015-02-17 14:33:00,Put,10000006,22,0.0129,-0.2325,10000042,10,0.0878,-0.5105,1012.1434,45696.0,0.0221
2015-02-17 14:34:00,Call,10000001,10,0.2298,0.7675,10000005,14,0.0757,0.5473,929.4819,61056.0,0.0152
2015-02-17 14:34:00,Put,10000006,22,0.0129,-0.2325,10000042,10,0.0878,-0.5105,1012.1698,45696.0,0.0222
2015-02-17 14:35:00,Call,10000001,10,0.2279,0.7675,10000005,14,0.0757,0.5473,739.1058,61056.0,0.0121
2015-02-17 14:35:00,Put,10000006,22,0.0129,-0.2325,10000042,10,0.0878,-0.5105,1012.1961,45696.0,0.0222
2015-02-17 14:36:00,Call,10000001,10,0.2279,0.7667,10000005,14,0.0757,0.5461,752.5507,61056.0,0.0123
2015-02-17 14:36:00,Put,10000006,24,0.0129,-0.2333,10000050,10,0.1196,-0.568,1136.2949,52232.0,0.0218
2015-02-17 14:37:00,Call,10000001,10,0.2279,0.7667,10000005,14,0.0757,0.5461,752.1758,61056.0,0.0123
2015-02-17 14:37:00,Put,10000006,24,0.0129,-0.2333,10000050,10,0.1196,-0.568,1136.4028,52232.0,0.0218
2015-02-17 14:38:00,Call,10000002,10,0.1864,0.7146,10000005,13,0.0757,0.5449,881.8966,55799.0,0.0158
2015-02-17 14:38:00,Put,10000006,24,0.0129,-0.2342,10000050,10,0.1196,-0.5692,1179.8444,52232.0,0.0226
2015-02-17 14:39:00,Call,10000002,10,0.1864,0.7136,10000005,13,0.0757,0.5438,894.9171,55799.0,0.016
2015-02-17 14:39:00,Put,10000006,24,0.0129,-0.2351,10000050,10,0.1196,-0.5704,1223.2534,52232.0,0.0234
2015-02-17 14:40:00,Call,10000002,10,0.1864,0.7146,10000005,13,0.0757,0.5449,881.3728,55799.0,0.0158
2015-02-17 14:40:00,Put,10000006,24,0.0129,-0.2342,10000050,10,0.1196,-0.5692,1180.0681,52232.0,0.0226
2015-02-17 14:41:00,Call,10000002,10,0.1864,0.7136,10000005,13,0.0757,0.5438,894.3958,55799.0,0.016
2015-02-17 14:41:00,Put,10000006,24,0.0129,-0.2351,10000050,10,0.1196,-0.5704,1223.4852,52232.0,0.0234
2015-02-17 14:42:00,Call,10000002,10,0.1864,0.7137,10000005,13,0.0757,0.5438,894.1351,55799.0,0.016
2015-02-17 14:42:00,Put,10000006,24,0.0129,-0.2351,10000050,10,0.1196,-0.5704,1223.6011,52232.0,0.0234
2015-02-17 14:43:00,Call,10000002,10,0.1864,0.7147,10000005,13,0.0757,0.5449,880.5869,55799.0,0.0158
2015-02-17 14:43:00,Put,10000006,24,0.0129,-0.2342,10000050,10,0.1196,-0.5692,1180.4034,52232.0,0.0226
2015-02-17 14:44:00,Call,10000002,10,0.1864,0.7147,10000005,13,0.0757,0.5449,880.3249,55799.0,0.0158
2015-02-17 14:44:00,Put,10000006,24,0.0127,-0.2342,10000050,10,0.1196,-0.5693,1132.5152,52232.0,0.0217
2015-02-17 14:45:00,Call,10000002,10,0.183,0.7147,10000005,13,0.0757,0.5449,540.0629,55799.0,0.0097
