date,open,close,high,low,volume
2015-09-24,2190.31,2188.09,2198.49,2170.68,25074852.0
2015-09-25,2180.29,2183.4,2191.36,2150.02,35992010.0
2015-09-28,2169.15,2169.94,2175.97,2145.75,20268618.0
2015-09-29,2139.8,2127.2,2145.99,2114.3,25482560.0
2015-09-30,2138.15,2146.12,2161.71,2133.88,25026925.0
2015-10-08,2231.02,2191.34,2231.24,2189.99,39255630.0
2015-10-09,2202.13,2219.29,2226.42,2195.16,33135222.0
2015-10-12,2223.32,2283.43,2308.19,2220.63,62354545.0
2015-10-13,2268.76,2270.95,2282.04,2259.27,36904537.0
2015-10-14,2263.59,2253.91,2284.62,2252.38,41961463.0
2015-10-15,2254.4,2297.9,2297.96,2252.33,46942189.0
2015-10-16,2310.35,2323.77,2328.3,2301.49,60168475.0
2015-10-19,2329.4,2318.47,2346.35,2303.17,53225380.0
2015-10-20,2312.53,2337.08,2337.8,2297.75,46698905.0
2015-10-21,2338.71,2340.36,2369.37,2268.82,97671718.0
2015-10-22,2306.07,2331.79,2337.4,2297.05,54651781.0
2015-10-23,2334.54,2343.97,2350.12,2319.77,48854813.0
2015-10-26,2366.84,2350.02,2381.71,2340.5,52798208.0
2015-10-27,2343.87,2349.9,2353.65,2302.09,46643220.0
2015-10-28,2338.39,2310.7,2342.45,2308.54,40939162.0
2015-10-29,2317.48,2307.34,2323.45,2301.37,29257579.0
2015-10-30,2307.76,2312.97,2336.04,2298.97,37173556.0
2015-11-02,2291.25,2280.09,2310.83,2279.47,33098994.0
2015-11-03,2283.8,2271.65,2294.42,2265.67,27317118.0
2015-11-04,2277.2,2370.5,2374.02,2277.2,62000309.0
2015-11-05,2368.61,2440.65,2503.65,2365.85,148745222.0
2015-11-06,2430.65,2493.48,2501.4,2427.28,102199298.0
2015-11-09,2501.73,2534.08,2592.19,2501.73,133190838.0
2015-11-10,2504.25,2522.68,2559.83,2498.46,90872224.0
2015-11-11,2516.35,2505.83,2517.51,2474.04,66089396.0
2015-11-12,2513.11,2476.43,2513.7,2466.29,58391260.0
2015-11-13,2454.18,2447.77,2481.18,2444.2,55930737.0
2015-11-16,2410.04,2447.29,2447.5,2407.94,42344114.0
2015-11-17,2462.22,2453.26,2514.46,2449.74,68244705.0
2015-11-18,2455.58,2439.45,2473.45,2433.46,59872626.0
2015-11-19,2444.88,2468.49,2469.01,2436.9,41949234.0
2015-11-20,2469.7,2466.76,2483.89,2458.78,48099426.0
2015-11-23,2465.81,2456.84,2485.42,2451.55,44090329.0
2015-11-24,2449.97,2447.9,2452.35,2421.39,40952414.0
2015-11-25,2441.73,2459.56,2460.18,2430.35,42602899.0
2015-11-26,2468.52,2450.96,2481.39,2450.09,44936629.0
2015-11-27,2438.18,2334.44,2439.7,2320.07,55953595.0
2015-11-30,2325.07,2336.29,2347.84,2280.68,52561629.0
2015-12-01,2334.14,2344.83,2365.15,2314.79,41934911.0
2015-12-02,2341.43,2458.41,2463.91,2337.03,81676934.0
2015-12-03,2441.91,2461.45,2481.54,2422.56,81744001.0
2015-12-04,2438.39,2397.56,2442.25,2392.88,47838541.0
2015-12-07,2398.09,2395.58,2404.91,2379.55,29174395.0
2015-12-08,2381.68,2364.34,2386.28,2356.93,33813694.0
2015-12-09,2357.88,2369.74,2386.28,2356.94,28420592.0
2015-12-10,2369.59,2357.21,2402.69,2353.22,31997618.0
2015-12-11,2346.86,2342.45,2357.08,2324.62,31590449.0
2015-12-14,2319.2,2414.92,2418.56,2316.9,47486653.0
2015-12-15,2408.15,2383.83,2410.09,2377.07,34608353.0
2015-12-16,2389.25,2376.53,2394.17,2371.43,28490923.0
2015-12-17,2391.4,2408.32,2424.9,2386.09,44035118.0
2015-12-18,2405.86,2422.83,2466.35,2404.15,53967334.0
2015-12-21,2415.63,2500.06,2513.49,2414.84,73671087.0
2015-12-22,2499.66,2496.05,2506.87,2477.67,51248803.0
2015-12-23,2497.37,2503.06,2550.9,2492.43,68188855.0
2015-12-24,2498.77,2481.75,2505.7,2451.45,48303842.0
2015-12-25,2483.66,2492.34,2496.84,2474.33,29623024.0
2015-12-28,2498.78,2411.41,2502.33,2411.21,48200591.0
2015-12-29,2408.93,2432.88,2435.62,2405.17,27597306.0
2015-12-30,2432.18,2432.77,2434.52,2399.92,28420662.0
2015-12-31,2426.81,2420.8,2437.72,2409.76,29972722.0
2016-01-04,2417.02,2271.37,2417.02,2269.97,34620851.0
2016-01-05,2230.08,2288.11,2309.59,2223.05,48075962.0
2016-01-06,2284.92,2317.65,2321.17,2274.47,38088820.0
2016-01-07,2281.88,2180.59,2281.93,2171.32,11081575.0
2016-01-08,2225.48,2219.61,2257.41,2154.58,51525931.0
2016-01-11,2182.85,2120.23,2202.32,2119.7,48483505.0
2016-01-12,2135.94,2131.37,2151.4,2115.36,35144374.0
2016-01-13,2152.72,2105.51,2157.51,2104.93,32024944.0
2016-01-14,2056.41,2132.08,2136.06,2052.3,36630965.0
2016-01-15,2119.56,2070.93,2128.95,2058.7,34641623.0
2016-01-18,2040.41,2069.27,2092.4,2039.05,26806095.0
2016-01-19,2075.19,2128.57,2135.36,2060.28,37222168.0
2016-01-20,2115.13,2088.72,2124.15,2076.16,39221145.0
2016-01-21,2069.39,2040.98,2112.73,2040.53,34354515.0
2016-01-22,2062.63,2061.96,2074.17,2026.27,27065196.0
2016-01-25,2067.56,2065.44,2074.9,2049.25,21741074.0
2016-01-26,2046.04,1951.61,2050.45,1944.91,37751437.0
2016-01-27,1961.4,1953.46,1972.16,1908.04,39302664.0
2016-01-28,1943.83,1912.72,1960.95,1900.35,29716553.0
2016-01-29,1915.13,1973.01,1986.72,1914.4,38242877.0
2016-02-01,1970.21,1937.07,1973.1,1917.24,27335160.0
2016-02-02,1935.22,1969.62,1978.29,1934.91,26156540.0
2016-02-03,1947.83,1952.37,1955.09,1929.81,21970080.0
2016-02-04,1962.87,1974.24,1983.25,1960.13,25020305.0
2016-02-05,1970.69,1967.26,1979.39,1962.23,20455795.0
2016-02-15,1916.42,1948.28,1958.22,1914.49,18893231.0
2016-02-16,1957.91,2000.9,2005.42,1957.54,30607291.0
2016-02-17,1997.68,2014.44,2020.08,1993.89,34373548.0
2016-02-18,2022.55,2009.27,2034.16,2007.22,30938607.0
2016-02-19,2005.41,2004.11,2013.78,1993.05,21639290.0
2016-02-22,2025.18,2053.86,2064.61,2016.36,39059284.0
2016-02-23,2051.57,2029.52,2051.57,2013.98,26876191.0
2016-02-24,2020.59,2041.39,2041.88,2009.35,26228917.0
2016-02-25,2038.16,1932.6,2038.18,1925.2,42459563.0
2016-02-26,1946.96,1955.4,1965.91,1930.0,26306764.0
2016-02-29,1951.68,1944.61,1953.32,1891.1,39161583.0
2016-03-01,1944.56,1973.19,1988.57,1931.98,29595859.0
2016-03-02,1980.46,2043.41,2045.82,1979.17,50978802.0
2016-03-03,2043.37,2053.27,2057.16,2031.54,45476671.0
2016-03-04,2045.12,2122.27,2128.57,2040.08,85953126.0
2016-03-07,2122.55,2107.67,2133.56,2097.78,40058732.0
2016-03-08,2102.25,2115.16,2118.04,2037.29,39003355.0
2016-03-09,2073.27,2111.92,2112.86,2053.84,38083290.0
2016-03-10,2089.86,2061.45,2102.99,2060.06,20872981.0
2016-03-11,2043.25,2070.72,2071.09,2039.59,24443461.0
2016-03-14,2079.91,2078.41,2117.83,2071.12,35114617.0
2016-03-15,2077.51,2101.12,2105.04,2055.32,34647131.0
2016-03-16,2087.28,2136.13,2142.16,2084.77,60381577.0
2016-03-17,2135.06,2131.48,2156.89,2113.44,38077902.0
2016-03-18,2140.27,2141.18,2165.15,2131.38,62257624.0
2016-03-21,2156.95,2193.39,2214.64,2154.49,78264665.0
2016-03-22,2181.98,2173.26,2196.37,2167.43,50531245.0
2016-03-23,2170.16,2175.28,2186.02,2159.46,35247664.0
2016-03-24,2161.17,2137.59,2161.17,2137.19,33879927.0
2016-03-25,2137.15,2149.2,2156.8,2135.53,22781049.0
2016-03-28,2152.81,2123.03,2166.92,2116.98,25905906.0
2016-03-29,2127.8,2106.86,2133.81,2100.92,25654604.0
2016-03-30,2124.53,2157.53,2160.5,2124.09,35633829.0
2016-03-31,2166.42,2156.54,2171.79,2149.24,32281837.0
2016-04-01,2156.78,2167.78,2168.33,2124.13,34903898.0
2016-04-05,2151.37,2180.26,2186.92,2147.09,38874521.0
2016-04-06,2167.45,2168.04,2176.9,2156.52,28349678.0
2016-04-07,2174.88,2139.4,2177.12,2138.33,25833044.0
2016-04-08,2125.45,2123.8,2132.73,2114.26,22822747.0
2016-04-11,2140.56,2148.44,2167.65,2140.56,30212504.0
2016-04-12,2147.81,2143.9,2150.57,2135.29,19392198.0
2016-04-13,2157.21,2171.31,2197.74,2157.21,51114468.0
2016-04-14,2183.12,2178.87,2190.87,2166.63,24878856.0
2016-04-15,2182.11,2182.07,2190.73,2172.97,23818860.0
2016-04-18,2166.0,2158.23,2168.9,2154.38,24410918.0
2016-04-19,2169.89,2163.61,2173.09,2156.18,18390650.0
2016-04-20,2166.28,2154.89,2169.65,2093.82,47565258.0
2016-04-21,2138.29,2147.72,2171.45,2129.91,30628951.0
2016-04-22,2135.92,2157.72,2161.8,2133.81,20198569.0
2016-04-25,2149.25,2148.28,2156.53,2130.3,17156071.0
2016-04-26,2146.41,2155.79,2163.24,2140.57,15444290.0
2016-04-27,2157.86,2145.38,2159.12,2143.9,14520801.0
2016-04-28,2149.07,2142.06,2155.57,2131.86,17358106.0
2016-04-29,2136.84,2135.51,2146.32,2134.19,15948538.0
2016-05-03,2136.2,2158.27,2167.73,2131.38,25815215.0
2016-05-04,2152.43,2152.93,2159.65,2147.76,17426893.0
2016-05-05,2149.47,2152.88,2155.47,2145.11,14777452.0
2016-05-06,2152.5,2107.01,2153.87,2106.44,24642275.0
2016-05-09,2100.64,2072.47,2100.64,2064.69,24022253.0
2016-05-10,2061.99,2072.38,2084.7,2061.99,17165746.0
2016-05-11,2078.29,2078.41,2089.12,2068.65,18058633.0
2016-05-12,2067.75,2084.84,2089.65,2055.51,17927530.0
2016-05-13,2079.64,2076.19,2089.84,2072.26,15287869.0
2016-05-16,2068.92,2082.62,2082.86,2064.68,13579244.0
2016-05-17,2081.57,2075.47,2083.85,2069.27,14850963.0
2016-05-18,2067.72,2078.76,2081.85,2053.72,23037112.0
2016-05-19,2072.37,2073.8,2083.13,2069.9,14050006.0
2016-05-20,2067.46,2083.12,2083.51,2064.44,13890172.0
2016-05-23,2082.97,2082.41,2095.17,2077.94,14479211.0
2016-05-24,2080.01,2066.64,2080.07,2062.5,13104443.0
2016-05-25,2079.48,2071.91,2084.13,2068.68,11284997.0
2016-05-26,2070.24,2076.14,2083.06,2062.17,13126512.0
2016-05-27,2075.21,2074.92,2080.49,2069.52,10577492.0
2016-05-30,2076.93,2092.16,2093.77,2065.64,17714385.0
2016-05-31,2092.22,2155.66,2158.12,2092.22,40651742.0
2016-06-01,2155.5,2138.96,2158.72,2138.56,25473324.0
2016-06-02,2138.21,2137.65,2144.32,2129.94,16356666.0
2016-06-03,2146.56,2152.64,2157.07,2135.53,20526152.0
2016-06-06,2148.96,2136.32,2151.06,2131.92,13658837.0
2016-06-07,2141.65,2139.07,2145.71,2134.61,14068491.0
2016-06-08,2137.18,2132.96,2138.85,2124.84,16405791.0
2016-06-13,2113.91,2084.3,2122.46,2083.29,21028771.0
2016-06-14,2080.9,2095.02,2098.06,2079.4,15354924.0
2016-06-15,2073.47,2106.63,2115.38,2073.1,19549925.0
2016-06-16,2095.36,2094.81,2105.25,2091.49,17968861.0
2016-06-17,2093.69,2102.2,2115.42,2093.69,17846082.0
2016-06-20,2109.57,2104.22,2110.89,2092.83,12091160.0
2016-06-21,2108.87,2104.56,2130.9,2100.06,17699905.0
2016-06-22,2101.05,2115.77,2116.3,2098.63,13548733.0
2016-06-23,2114.77,2105.53,2114.77,2098.36,15282345.0
2016-06-24,2100.0,2076.3,2112.61,2052.98,22607830.0
2016-06-27,2070.94,2095.89,2096.2,2070.82,16488467.0
2016-06-28,2089.35,2102.05,2104.48,2084.18,17588206.0
2016-06-29,2105.76,2122.97,2124.29,2104.23,29455726.0
2016-06-30,2123.87,2122.63,2130.98,2120.41,20354517.0
2016-07-01,2124.4,2127.09,2133.35,2122.86,16132804.0
2016-07-04,2121.9,2163.29,2169.62,2120.49,30862031.0
2016-07-05,2162.09,2168.85,2174.42,2159.9,32307728.0
2016-07-06,2161.58,2167.1,2169.46,2149.04,24538449.0
2016-07-07,2161.36,2166.88,2173.7,2153.77,26977710.0
2016-07-08,2156.38,2148.76,2158.77,2147.14,19358789.0
2016-07-11,2152.74,2155.72,2175.24,2150.37,28609245.0
2016-07-12,2156.63,2200.35,2201.63,2156.59,40253733.0
2016-07-13,2195.98,2197.79,2222.25,2191.59,43279797.0
2016-07-14,2195.34,2195.23,2199.84,2184.49,24152543.0
2016-07-15,2196.95,2192.39,2200.88,2186.36,21585227.0
2016-07-18,2190.47,2187.98,2205.8,2184.05,29527180.0
2016-07-19,2188.8,2175.4,2193.57,2163.31,21809135.0
2016-07-20,2173.55,2167.12,2178.0,2163.11,14561926.0
2016-07-21,2168.48,2177.78,2185.62,2168.48,18046754.0
2016-07-22,2175.98,2157.23,2177.44,2154.36,18389190.0
2016-07-25,2155.32,2159.55,2167.51,2152.09,14528144.0
2016-07-26,2156.81,2182.5,2183.06,2156.77,18406051.0
2016-07-27,2182.72,2173.97,2186.08,2125.27,37934806.0
2016-07-28,2160.16,2163.81,2173.08,2153.89,25875423.0
2016-07-29,2163.64,2155.24,2166.85,2151.93,18714730.0
2016-08-01,2151.54,2147.56,2155.79,2136.11,20155396.0
2016-08-02,2145.82,2148.45,2151.29,2138.19,12592111.0
2016-08-03,2140.15,2145.79,2149.9,2136.6,15306893.0
2016-08-04,2145.66,2143.84,2146.6,2130.17,14955663.0
2016-08-05,2142.33,2148.68,2159.14,2137.31,16164434.0
2016-08-08,2147.7,2159.67,2159.95,2137.52,16775740.0
2016-08-09,2159.31,2175.34,2176.7,2157.76,22824745.0
2016-08-10,2175.13,2170.1,2179.61,2169.13,17391019.0
2016-08-11,2168.13,2177.06,2205.88,2168.13,26585166.0
2016-08-12,2177.8,2222.49,2222.69,2175.85,34430012.0
2016-08-15,2227.08,2287.66,2310.28,2225.62,63745308.0
2016-08-16,2293.81,2257.7,2302.33,2253.41,61249434.0
2016-08-17,2260.93,2253.74,2270.37,2241.94,30848866.0
2016-08-18,2253.12,2244.72,2274.45,2235.05,33880448.0
2016-08-19,2241.67,2249.34,2254.49,2230.33,28900693.0
2016-08-22,2249.08,2237.13,2253.59,2235.01,26193060.0
2016-08-23,2235.39,2241.95,2256.33,2232.44,23023903.0
2016-08-24,2242.91,2232.21,2244.88,2227.56,18121787.0
2016-08-25,2224.51,2222.15,2226.0,2205.01,21819104.0
2016-08-26,2223.31,2219.31,2232.29,2215.62,16430965.0
2016-08-29,2219.02,2214.26,2220.13,2205.12,19852012.0
2016-08-30,2215.84,2224.06,2229.83,2215.69,19846692.0
2016-08-31,2222.02,2232.71,2237.66,2218.65,16955552.0
2016-09-01,2230.36,2220.4,2235.65,2219.25,19028224.0
2016-09-02,2216.29,2229.89,2231.46,2215.64,20406023.0
2016-09-05,2230.41,2228.72,2240.49,2224.93,17813452.0
2016-09-06,2227.44,2232.45,2241.52,2217.48,21254771.0
2016-09-07,2233.03,2236.55,2246.37,2230.58,22097671.0
2016-09-08,2234.95,2236.63,2239.17,2230.82,14171157.0
2016-09-09,2236.39,2229.31,2241.61,2228.66,17411513.0
2016-09-12,2201.68,2199.98,2202.9,2175.33,34546891.0
2016-09-13,2197.38,2193.19,2199.24,2185.82,14968924.0
2016-09-14,2184.11,2176.52,2187.95,2172.4,18169657.0
2016-09-19,2178.76,2189.46,2191.22,2178.76,14135665.0
2016-09-20,2190.1,2184.21,2190.72,2181.02,11022894.0
2016-09-21,2184.42,2187.15,2191.81,2180.5,12446509.0
2016-09-22,2195.25,2200.7,2210.79,2192.49,15398043.0
2016-09-23,2202.7,2196.29,2203.66,2195.08,11727636.0
2016-09-26,2190.39,2167.26,2190.39,2166.82,16948209.0
2016-09-27,2163.38,2176.45,2176.77,2162.44,12592539.0
2016-09-28,2177.41,2166.72,2177.41,2165.33,9288432.0
2016-09-29,2170.99,2175.37,2183.17,2170.84,11879464.0
2016-09-30,2171.94,2177.35,2182.61,2171.49,9219305.0
2016-10-10,2187.65,2202.87,2204.33,2185.47,19300202.0
2016-10-11,2205.35,2209.23,2212.43,2202.12,21169384.0
2016-10-12,2205.44,2201.0,2205.44,2196.85,15478837.0
2016-10-13,2201.34,2202.12,2204.89,2194.6,18308790.0
2016-10-14,2199.56,2209.81,2211.09,2196.26,23950510.0
2016-10-17,2207.35,2192.88,2209.14,2189.27,23161867.0
2016-10-18,2189.93,2222.78,2224.34,2189.93,31777117.0
2016-10-19,2222.78,2221.53,2230.83,2217.63,29432809.0
2016-10-20,2222.63,2223.42,2228.94,2218.97,19772924.0
2016-10-21,2221.38,2240.75,2246.58,2221.04,35668577.0
2016-10-24,2245.46,2270.95,2285.08,2243.81,49603451.0
2016-10-25,2270.02,2266.17,2274.38,2258.92,32423788.0
2016-10-26,2263.69,2257.12,2266.88,2254.63,27146057.0
2016-10-27,2254.32,2250.26,2256.21,2243.63,23438309.0
2016-10-28,2252.38,2253.8,2271.91,2249.49,28233461.0
2016-10-31,2247.99,2250.47,2253.8,2236.2,19814955.0
2016-11-01,2250.49,2263.48,2263.62,2246.95,22015306.0
2016-11-02,2256.12,2244.74,2259.19,2242.77,22260825.0
2016-11-03,2241.44,2273.63,2283.25,2239.87,40913027.0
2016-11-04,2271.85,2271.93,2284.95,2266.92,36192091.0
2016-11-07,2271.96,2276.95,2279.55,2265.36,25966704.0
2016-11-08,2284.01,2282.42,2294.62,2276.74,32595874.0
2016-11-09,2281.12,2263.92,2281.59,2244.43,37352431.0
2016-11-10,2279.94,2289.45,2297.97,2279.94,34565998.0
2016-11-11,2285.61,2308.43,2315.96,2284.29,56948601.0
2016-11-14,2304.61,2317.77,2338.58,2303.97,61684865.0
2016-11-15,2315.8,2310.9,2319.07,2306.23,34486140.0
2016-11-16,2312.5,2309.94,2314.85,2302.14,32596386.0
2016-11-17,2306.41,2316.72,2317.54,2297.74,35450763.0
2016-11-18,2318.9,2307.27,2323.72,2304.55,34475285.0
2016-11-21,2304.77,2334.68,2350.75,2304.77,57519637.0
2016-11-22,2334.68,2353.0,2357.57,2334.68,65983177.0
2016-11-23,2355.32,2360.34,2375.81,2352.4,54062331.0
2016-11-24,2356.85,2368.73,2382.95,2355.8,37158089.0
2016-11-25,2371.7,2393.95,2394.71,2358.26,44327975.0
2016-11-28,2406.7,2403.14,2427.59,2398.41,77554504.0
2016-11-29,2398.67,2441.58,2455.43,2395.81,93038586.0
2016-11-30,2435.81,2419.41,2444.95,2411.56,68971980.0
2016-12-01,2421.93,2431.31,2448.67,2417.96,73606674.0
2016-12-02,2427.17,2416.51,2430.83,2401.06,77625017.0
2016-12-05,2378.21,2375.26,2386.43,2363.13,72428357.0
2016-12-06,2371.11,2368.68,2382.2,2367.0,42595955.0
2016-12-07,2367.42,2376.92,2377.3,2358.87,36313646.0
2016-12-08,2380.66,2379.0,2387.17,2374.47,39651556.0
2016-12-09,2374.3,2411.31,2422.78,2372.46,67860127.0
2016-12-12,2408.09,2387.16,2423.39,2362.14,70574194.0
2016-12-13,2373.79,2372.93,2382.44,2357.46,41202486.0
2016-12-14,2369.5,2360.38,2384.56,2359.72,46800326.0
2016-12-15,2346.77,2309.82,2354.35,2302.43,42583252.0
2016-12-16,2302.87,2302.32,2315.54,2298.43,30579551.0
2016-12-19,2299.71,2291.38,2303.69,2288.3,24162297.0
2016-12-20,2293.4,2279.68,2295.11,2262.88,30105533.0
2016-12-21,2282.12,2297.37,2304.6,2282.0,40184256.0
2016-12-22,2293.35,2292.04,2298.19,2280.79,29222980.0
2016-12-23,2290.25,2278.48,2291.72,2271.13,33060817.0
2016-12-26,2266.38,2294.71,2295.69,2251.71,29923521.0
2016-12-27,2291.23,2286.96,2300.16,2286.43,24597656.0
2016-12-28,2286.41,2277.18,2289.81,2269.16,23304574.0
2016-12-29,2273.22,2275.11,2282.19,2265.89,23997471.0
2016-12-30,2276.81,2286.9,2286.99,2272.5,25480755.0
2017-01-03,2285.27,2307.89,2311.29,2285.27,25908920.0
2017-01-04,2305.91,2322.21,2324.56,2304.17,26104403.0
2017-01-05,2322.42,2322.68,2326.18,2317.89,26528712.0
2017-01-06,2323.01,2308.94,2326.43,2308.37,26445124.0
2017-01-09,2308.44,2318.34,2321.69,2307.16,26523074.0
2017-01-10,2316.16,2312.6,2321.0,2309.94,24055981.0
2017-01-11,2311.92,2300.47,2317.66,2299.31,26928346.0
2017-01-12,2299.49,2295.4,2310.78,2294.32,22139174.0
2017-01-13,2293.47,2308.06,2315.21,2291.06,27540467.0
2017-01-16,2303.32,2337.39,2343.27,2282.24,59294735.0
2017-01-17,2326.01,2329.59,2332.84,2320.03,19170449.0
2017-01-18,2330.14,2342.78,2349.39,2327.93,20298891.0
2017-01-19,2335.66,2334.96,2349.64,2330.34,21090735.0
2017-01-20,2334.49,2347.18,2350.26,2333.47,17511288.0
2017-01-23,2350.55,2347.1,2358.47,2340.53,19311321.0
2017-01-24,2347.5,2352.42,2357.17,2343.46,20110777.0
2017-01-25,2349.52,2358.7,2358.95,2345.7,17800221.0
2017-01-26,2359.43,2364.02,2371.93,2359.43,18629831.0
2017-02-03,2367.53,2339.99,2368.91,2338.2,14515951.0
2017-02-06,2346.44,2343.97,2351.56,2336.9,19895715.0
2017-02-07,2343.66,2337.53,2347.36,2331.78,16972740.0
2017-02-08,2334.68,2346.43,2347.1,2323.91,24237691.0
2017-02-09,2345.84,2354.9,2364.14,2343.73,31381646.0
2017-02-10,2357.59,2368.18,2374.48,2357.21,39306360.0
2017-02-13,2369.7,2379.31,2382.92,2369.49,34603826.0
2017-02-14,2381.1,2373.51,2381.63,2367.05,24227167.0
2017-02-15,2375.62,2372.19,2385.12,2369.43,38949257.0
2017-02-16,2373.31,2376.76,2378.45,2366.16,29629497.0
2017-02-17,2378.66,2362.71,2389.32,2361.0,31090474.0
2017-02-20,2361.76,2394.12,2395.53,2361.51,44690411.0
2017-02-21,2396.22,2396.88,2410.35,2393.37,32569800.0
2017-02-22,2397.49,2398.19,2399.4,2389.06,24513009.0
2017-02-23,2397.56,2387.42,2402.57,2379.56,23458671.0
2017-02-24,2385.05,2389.88,2390.39,2377.1,25680121.0
2017-02-27,2384.92,2370.56,2387.82,2365.47,23827555.0
2017-02-28,2369.47,2370.71,2379.43,2366.24,16793558.0
2017-03-01,2371.65,2371.93,2383.51,2368.62,27863124.0
2017-03-02,2376.97,2354.91,2380.24,2354.14,23062731.0
2017-03-03,2347.91,2347.15,2350.67,2338.85,20483107.0
2017-03-06,2346.04,2349.89,2355.09,2342.52,21112399.0
2017-03-07,2349.62,2356.29,2356.96,2347.17,20251348.0
2017-03-08,2353.62,2358.07,2362.96,2351.7,24369833.0
2017-03-09,2352.75,2346.55,2353.54,2334.34,26630667.0
2017-03-10,2343.31,2339.23,2347.46,2336.32,17988811.0
2017-03-13,2337.36,2354.89,2355.22,2328.62,24624011.0
2017-03-14,2353.72,2354.9,2359.31,2349.28,19017006.0
2017-03-15,2352.39,2357.31,2357.85,2345.44,21062595.0
2017-03-16,2362.36,2369.19,2376.51,2362.36,30278210.0
2017-03-17,2371.61,2346.96,2373.54,2342.02,30767623.0
2017-03-20,2352.11,2350.07,2355.53,2337.53,27149291.0
2017-03-21,2352.21,2357.14,2358.55,2348.87,28887921.0
2017-03-22,2347.86,2338.55,2352.76,2330.12,32891982.0
2017-03-23,2340.06,2347.43,2356.27,2334.12,26712552.0
2017-03-24,2350.69,2365.6,2373.58,2341.62,40120772.0
2017-03-27,2364.75,2364.43,2381.77,2360.67,35491156.0
2017-03-28,2368.15,2356.31,2368.38,2353.08,24813635.0
2017-03-29,2358.0,2352.69,2363.77,2349.12,29018549.0
2017-03-30,2350.92,2346.67,2356.44,2335.23,31113066.0
2017-03-31,2344.96,2359.75,2361.32,2340.77,29505146.0
2017-04-05,2369.49,2384.26,2384.68,2365.34,40075442.0
2017-04-06,2384.43,2390.39,2395.12,2376.15,39325003.0
2017-04-07,2390.91,2388.27,2394.05,2379.33,36248630.0
2017-04-10,2388.56,2379.16,2391.95,2377.43,31258026.0
2017-04-11,2374.92,2382.11,2385.05,2354.02,39200826.0
2017-04-12,2378.93,2378.86,2385.61,2362.43,33640316.0
2017-04-13,2369.61,2368.11,2373.37,2364.44,22793060.0
2017-04-14,2367.78,2355.52,2368.8,2344.61,24318969.0
2017-04-17,2348.75,2357.52,2359.18,2334.89,26376250.0
2017-04-18,2352.51,2337.35,2352.79,2336.77,23753656.0
2017-04-19,2331.66,2325.04,2335.99,2311.66,27919435.0
2017-04-20,2324.37,2335.65,2336.54,2321.0,26576725.0
2017-04-21,2336.44,2347.67,2350.87,2333.23,27073712.0
2017-04-24,2344.19,2341.93,2344.19,2323.67,31093007.0
2017-04-25,2337.52,2344.74,2348.6,2334.0,19382943.0
2017-04-26,2345.63,2344.5,2360.28,2338.86,26470622.0
2017-04-27,2337.46,2351.64,2352.68,2327.47,29834076.0
2017-04-28,2348.29,2347.04,2348.29,2331.82,20733683.0
2017-05-02,2341.75,2336.79,2350.51,2334.88,16218321.0
2017-05-03,2335.82,2329.77,2342.14,2324.19,18747685.0
2017-05-04,2325.01,2325.43,2332.09,2317.14,20767410.0
2017-05-05,2318.92,2320.6,2320.6,2297.45,30951074.0
2017-05-08,2309.24,2326.1,2326.1,2298.32,34650123.0
2017-05-09,2312.85,2316.29,2320.29,2307.87,16157315.0
2017-05-10,2315.56,2324.92,2337.05,2315.56,22318926.0
2017-05-11,2318.05,2339.29,2342.18,2313.83,28395441.0
2017-05-12,2336.61,2375.45,2375.64,2335.37,28906784.0
2017-05-15,2380.27,2381.75,2394.52,2378.97,23412410.0
2017-05-16,2376.9,2381.32,2381.73,2362.11,23892047.0
2017-05-17,2377.12,2363.56,2378.99,2361.63,20858225.0
2017-05-18,2348.87,2354.75,2361.02,2347.38,17121231.0
2017-05-19,2351.52,2361.66,2363.36,2351.52,14304568.0
2017-05-22,2359.97,2381.55,2384.16,2358.78,22780231.0
2017-05-23,2378.74,2411.8,2412.03,2376.64,34620556.0
2017-05-24,2402.52,2407.57,2413.42,2382.19,22774332.0
2017-05-25,2399.36,2473.5,2476.91,2399.27,50363335.0
2017-05-26,2467.9,2471.21,2483.75,2462.23,30989733.0
2017-05-31,2470.94,2479.08,2502.85,2462.26,29878344.0
2017-06-01,2476.21,2496.45,2497.69,2465.48,30766330.0
2017-06-02,2494.37,2475.46,2499.71,2472.65,23664148.0
2017-06-05,2468.94,2450.35,2473.36,2442.27,28735857.0
2017-06-06,2447.04,2466.01,2466.31,2444.19,17467322.0
2017-06-07,2468.55,2484.03,2492.98,2464.19,27138408.0
2017-06-08,2481.16,2507.03,2508.93,2475.74,22070860.0
2017-06-09,2506.76,2519.27,2536.99,2504.9,33773309.0
2017-06-12,2515.58,2521.17,2545.04,2512.14,25720869.0
2017-06-13,2517.33,2515.14,2519.15,2499.73,17487921.0
2017-06-14,2505.06,2477.32,2505.2,2471.62,21841108.0
2017-06-15,2474.26,2461.97,2481.8,2453.13,20702545.0
2017-06-16,2454.84,2452.79,2466.69,2448.31,16518044.0
2017-06-19,2455.03,2484.12,2486.31,2453.35,20594004.0
2017-06-20,2489.2,2474.43,2492.22,2467.77,17771153.0
2017-06-21,2487.85,2497.25,2498.19,2468.51,20354217.0
2017-06-22,2491.92,2516.67,2544.67,2491.92,43743944.0
