days,0.005,0.010,0.015,0.020,0.025,0.030,0.035,0.040
40,-0.1832375641636408,-0.18117644530313248,-0.18459940459128799,-0.194883415654854,-0.12402837237958331,-0.1471807945500898,-0.1694112127609665,-0.19351430932947622
41,-0.19334081841075312,-0.1779602542847294,-0.17930260262181952,-0.19574503829175882,-0.12058323282926675,-0.10297185495848638,-0.16429798503990556,-0.2381384389663893
42,-0.20288527433993642,-0.19451559166595445,-0.1857204791031246,-0.19638440079042196,-0.10943889748426905,-0.09801405714720524,-0.1051927793423304,-0.23154974337903367
43,-0.29093977567310003,-0.20385580196028896,-0.1901879927004375,-0.1180442868766709,-0.12223004937675597,-0.13439123937339992,-0.1051927793423304,-0.18407350104448283
44,-0.2640885407153991,-0.21342152716468377,-0.18558628867114757,-0.12224162469892708,-0.11761425590845054,-0.13231714057086408,-0.1051927793423304,-0.13044364218750237
45,-0.17434521599272923,-0.2838596217557309,-0.1844463986126772,-0.12883382074316774,-0.11780499334433425,-0.14125262411696926,-0.11548216197937211,-0.11548216197937211
46,-0.18009272761795736,-0.26453422183308717,-0.19502041642439816,-0.12883382074316774,-0.1301969754652793,-0.14175288597078162,-0.11548216197937211,-0.11223916694894875
47,-0.17475601841965038,-0.286889329047715,-0.13031361472210135,-0.12840937834012112,-0.12973269258138975,-0.12596497154561304,-0.11548216197937211,-0.11223916694894875
48,-0.17051689398636083,-0.2835912128062552,-0.16139686358517447,-0.12832819662573525,-0.1283909556016447,-0.12988421847737075,-0.11373040527837708,-0.11223916694894875
49,-0.1692662283036036,-0.2835912128062552,-0.159276941433244,-0.13551589031896571,-0.12648868094369747,-0.12888074783253134,-0.12576176694375907,-0.11814110956305823
50,-0.18044384305413685,-0.1966183731333616,-0.24950588482291403,-0.13551589031896571,-0.1322740038023914,-0.12888183169001166,-0.14053556237425968,-0.12140518864064165
51,-0.14333616763179968,-0.1966183731333616,-0.25188542511791645,-0.1669790482523026,-0.12251527500954995,-0.12590408647600626,-0.14004292882010871,-0.1267908829765746
52,-0.13033392151419,-0.12861310588292096,-0.24906305207885915,-0.1657243814409577,-0.13114043508294126,-0.13383347198950124,-0.14004292882010871,-0.12678722451619318
53,-0.13033392151419,-0.11569602096287968,-0.1992869026238412,-0.2362252482543722,-0.13432953077316467,-0.12167281508407368,-0.13570203137098047,-0.12991194467936917
54,-0.10871305628104366,-0.1410350082342664,-0.20600477761271918,-0.2505145024079646,-0.15866354146616235,-0.16036961576042574,-0.13685296678515213,-0.12317645888264261
55,-0.3982475280892458,-0.13482646830447687,-0.1993521790341578,-0.24709174361104058,-0.1653831770995321,-0.1695119714604657,-0.1365492999951763,-0.1324799749463308
56,-0.3938999235744163,-0.10675305244128463,-0.20794127343971103,-0.19812786979530572,-0.16359047977420416,-0.17033437185137246,-0.15944610091455536,-0.15090865042644397
57,-0.37231023911412964,-0.1051258074609368,-0.19983268059765547,-0.19663475492201687,-0.23629364469675962,-0.16264551636829594,-0.15608005439732142,-0.13001989505253742
58,-0.41354827324911514,-0.10673843340973777,-0.11539184556175885,-0.20614924661663003,-0.2472084614238702,-0.15839489305027732,-0.15266255536793671,-0.1433141567040469
59,-0.38460169011711265,-0.18682835092436312,-0.13322396131246428,-0.20490990232062545,-0.23678849248420408,-0.15483874217130822,-0.14410544746122167,-0.13704920498152862
60,-0.40333302479783917,-0.38158299325617284,-0.14954755582761614,-0.19810415116265612,-0.1925500289236537,-0.15483874217130822,-0.140139505389981,-0.13720061852697107
